게임이름,게임순위,총 평가,긍정적인 평가 비율,출시일,앞서 해보기 출시 일자,app_id
Heroes of Hammerwatch II,388,3968,85,"15 Jan, 2025",,619820
Full Mojo Rampage,389,519,84,"9 May, 2014",,225280
Tyranny,390,9375,87,"11 Nov, 2016",,362960
Monster Girls and the Mysterious Adventure 2,391,297,89,"26 Aug, 2022","9 Apr, 2022",1895860
STAR WARS™ Knights of the Old Republic™,392,26685,91,"19 Nov, 2003",,32370
Dungeon Munchies,393,6318,97,"28 Jul, 2022","6 Jun, 2019",799640
Torchlight II,394,32099,92,"21 Sep, 2012",,200710
The Witcher 2: Assassins of Kings Enhanced Edition,395,76584,89,"17 May, 2011",,20920
《鬼畜战记：金坷垃传说》,396,121,90,"26 Jul, 2019",,1087960
Rift Wizard 2,397,508,91,"1 Feb, 2025","25 Mar, 2024",2058570
Zorbus,398,295,90,"15 Sep, 2022",,2125420
Neverwinter Nights: Enhanced Edition,399,7086,89,"28 Mar, 2018",,704450
DRAGON QUEST BUILDERS,400,408,88,"14 Feb, 2024",,2436570
第七号列车 - Train No. 7,401,6706,97,"14 Aug, 2021",,1708870
Heroines of Swords & Spells,402,560,93,"17 Mar, 2020",,1212400
Athenian Rhapsody,403,300,92,"15 May, 2024",,1671720
Banishers: Ghosts of New Eden,404,4661,85,"13 Feb, 2024",,1493640
Aliya: Timelink,405,6002,98,"25 Apr, 2024",,2704110
Dead Island Definitive Edition,406,21677,82,"31 May, 2016",,383150
Tales of the Black Forest,407,13263,97,"26 Sep, 2019",,1093910
Ruins Seeker,408,656,92,"29 May, 2020",,1078280
FINAL FANTASY XII THE ZODIAC AGE,409,7277,90,"2 Feb, 2018",,595520
Yog-Sothoth’s Yard,410,8581,93,"20 Oct, 2023",,2194530
Epic Battle Fantasy 4,411,2643,98,"26 Feb, 2014",,265610
Dragon Age II: Ultimate Edition,412,5875,81,"8 Mar, 2011",,1238040
Inkbound,413,3293,87,"10 Apr, 2024","23 May, 2023",1062810
TaleSpire,414,3895,91,"15 Apr, 2021","15 Apr, 2021",720620
Lionheart: Legacy of the Crusader,415,149,83,"13 Aug, 2003",,595060
Cat Quest II,416,5176,95,"24 Sep, 2019",,914710
Fear Surrounds,417,10752,86,"20 Oct, 2021","26 Feb, 2021",1526490
Light Fairytale Episode 1,418,222,82,"13 May, 2019","13 Nov, 2018",539330
Darkwood,419,19208,95,"18 Aug, 2017",,274520
Word Game: Episode 0,420,4538,98,"14 Jan, 2021",,1507970
Defender's Quest: Valley of the Forgotten (DX edition),421,2678,95,"31 Oct, 2012",,218410
Archaelund,422,306,84,"9 Jan, 2024","9 Jan, 2024",1082970
DC Universe™ Online,423,21000,80,"3 Nov, 2011",,24200
The Banner Saga,424,13079,88,"15 Jan, 2014",,237990
Vestaria Saga I: War of the Scions,425,913,85,"28 Dec, 2019",,694770
CRYMACHINA,426,545,86,"25 Oct, 2023",,2258500
Illusion Carnival,427,4522,98,"12 Jul, 2024",,2796340
Outcast Tales: The First Journey,428,227,85,"30 Jan, 2024",,882590
江湖问情,429,221,89,"31 May, 2024",,2745740
Sword and Fairy,430,3546,97,"15 Apr, 2021",,1546570
天缘传说,431,375,96,"11 Jun, 2024",,2993680
Prime of Flames,432,885,86,"15 Dec, 2022","23 Aug, 2022",1937750
Misao - 2024 HD Remaster,433,2096,95,"25 Oct, 2017",,691450
Ravenswatch,434,11820,80,"27 Sep, 2024","7 Apr, 2023",2071280
Succubus Affection,435,1122,91,"23 Oct, 2020",,1328890
Chained Echoes,436,6380,90,"8 Dec, 2022",,1229240
Banner of the Maid,437,6152,87,"28 May, 2019",,994730
Mainframe Defenders,438,631,87,"26 Feb, 2020",,1184810
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,439,20898,93,"8 Feb, 2005",,208580
Flowstone Saga,440,146,85,"26 Sep, 2024",,1372000
Sword Art Online: Lost Song,441,1695,80,"13 Nov, 2018",,840720
Epic Battle Fantasy 3,442,2184,96,"1 Sep, 2010",,521200
SurrounDead,443,6108,89,"25 Jun, 2022","25 Jun, 2022",1645820
FINAL FANTASY VI,444,3517,91,"24 Feb, 2022",,1173820
Undead Horde 2: Necropolis,445,388,84,"30 Mar, 2023","8 Dec, 2022",2065810
The Storm Guard: Darkness is Coming,446,160,80,"25 Aug, 2016",,409910
The Legend of Heroes: Trails to Azure,447,721,98,"15 Mar, 2023",,1668520
Super Lesbian Animal RPG,448,1206,99,"21 Dec, 2022",,2124380
Bitburner,449,6606,95,"11 Dec, 2021",,1812820
Icewind Dale: Enhanced Edition,450,2835,90,"31 Oct, 2014",,321800
异化之恶〇Abnormal Treatment,451,3509,97,"2 Aug, 2019",,1122750
Terra Randoma,452,132,88,"24 May, 2024","17 Dec, 2020",1120400
Isekai Succubus ~My Genderbent Saga in Another World~,453,154,84,"15 Jan, 2022",,1383680
Titan Quest Anniversary Edition,454,24177,91,"1 Sep, 2016",,475150
Old School RuneScape,455,18289,83,"22 Feb, 2013",,1343370
Rogue,456,432,95,"1 Jun, 1985",,1443430
DARK SOULS™ II,457,30973,87,"25 Apr, 2014",,236430
Tales of Maj'Eyal,458,5635,94,"31 Dec, 2012",,259680
"Warhammer 40,000: Mechanicus",459,10320,92,"16 Nov, 2018",,673880
Battle Brothers,460,22085,88,"24 Mar, 2017",,365360
Oceanhorn: Monster of Uncharted Seas,461,1260,81,"17 Mar, 2015",,339200
Alien Shooter,462,3480,95,"15 Sep, 2003",,33100
Beastieball,463,930,99,"13 Nov, 2024","13 Nov, 2024",1864950
The Legend of Heroes: Trails from Zero,464,1040,97,"28 Sep, 2022",,1668510
ONE PIECE: PIRATE WARRIORS 4,465,15758,91,"27 Mar, 2020",,1089090
Bravery Network Online,466,134,81,"17 Feb, 2021","17 Feb, 2021",1027120
Pyre,467,8098,90,"26 Jul, 2017",,462770
Ys VIII: Lacrimosa of DANA,468,5455,90,"17 Apr, 2018",,579180
Boneraiser Minions,469,4738,96,"9 Mar, 2023","5 Aug, 2022",1944570
Zoria: Prologue (2020),470,471,82,"1 May, 2020",,1216470
9 Kings,471,2556,92,"23 May, 2025","23 May, 2025",2784470
The Legend of Heroes: Ao no Kiseki KAI,472,276,94,"12 Jan, 2022",,1461920
FINAL FANTASY IV,473,2184,91,"9 Sep, 2021",,1173800
Sun Haven,474,19341,82,"11 Mar, 2023","26 Jun, 2021",1432860
LUNAR Remastered Collection,475,353,90,"18 Apr, 2025",,3255380
LoveChoice,476,29931,93,"15 Nov, 2021","1 Oct, 2018",939400
Murders on the Yangtze River,477,13685,97,"31 Jan, 2024",,1746030
Sunderfolk,478,554,92,"23 Apr, 2025",,2414270
Nobody Saves the World,479,5221,91,"18 Jan, 2022",,1432050
ZED ZONE,480,3171,81,"30 Mar, 2023","30 Mar, 2023",1211600
Wedding Witch,481,3834,89,"3 Nov, 2023",,2529820
契灵之约,482,229,88,"12 Aug, 2021",,1676880
OCTOPATH TRAVELER™,483,12162,86,"8 Jun, 2019",,921570
Little Goody Two Shoes,484,1558,95,"8 Nov, 2023",,1812370
Tales of Vesperia: Definitive Edition,485,3476,80,"11 Jan, 2019",,738540
KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,486,6458,83,"14 Jun, 2024",,2552430
FINAL FANTASY III,487,2054,93,"29 Jul, 2021",,1173790
Time Space Rebuild,488,329,95,"20 May, 2025",,3292340
Touhou Luna Nights,489,12894,97,"26 Feb, 2019",,851100
Doom & Destiny,490,2241,96,"26 Aug, 2011",,318130
Swords & Souls: Neverseen,491,5064,93,"23 Jul, 2019",,679900
Vagrus - The Riven Realms,492,1290,85,"6 Oct, 2021","23 Jul, 2020",909660
Deadeye Deepfake Simulacrum,493,584,99,"14 Oct, 2022","14 Oct, 2022",1545990
NIGHT-RUNNERS™ PROLOGUE,494,18348,95,"24 Feb, 2024",,2707900
BioShock™,495,24071,94,"21 Aug, 2007",,7670
NGU IDLE,496,12053,95,"1 Oct, 2019",,1147690
The Age of Decadence,497,3319,81,"14 Oct, 2015",,230070
Yakuza 6: The Song of Life,498,6111,92,"26 Mar, 2021",,1388590
SKALD: Against the Black Priory,499,2694,93,"31 May, 2024",,1069160
嗜血印 Bloody Spell,500,30710,89,"27 Jan, 2022","16 Jan, 2019",992300
STAR OCEAN THE SECOND STORY R,501,2690,93,"3 Nov, 2023",,2238900
Dungeons of Dredmor,502,3595,94,"14 Jul, 2011",,98800
FALL IN LABYRINTH,503,968,94,"17 Apr, 2021",,1441840
The Legend of Heroes: Zero no Kiseki Kai,504,369,90,"23 Dec, 2021",,1457520
Heroes of Hammerwatch,505,7228,87,"2 Mar, 2018",,677120
Legends of Amberland II: The Song of Trees,506,124,97,"5 Dec, 2023",,2110840
daydream 白日夢,507,1105,98,"2 Mar, 2022",,1903370
Fate/Samurai Remnant,508,4532,90,"29 Sep, 2023",,1902690
Clicker Heroes,509,61273,89,"14 May, 2015",,363970
Meg's Monster,510,991,96,"2 Mar, 2023",,1783360
POPGOES Arcade,511,1374,96,"2 Jul, 2022",,1986840
咸鱼殿下 / My journey,512,1645,86,"1 Mar, 2025",,3433810
Duck Simulator 2,513,2801,96,"22 Nov, 2021",,1808800
The Riftbreaker: Prologue,515,4100,95,"6 Aug, 2020",,1293860
Terminus: Zombie Survivors,516,3823,94,"20 Aug, 2024","1 Mar, 2021",1534980
Sandwalkers - Prologue,517,180,83,"4 Jun, 2024",,2995230
Yes My Lord,518,169,97,"16 Sep, 2022",,1802850
Pocket Mirror ~ GoldenerTraum,519,1215,93,"20 May, 2023",,1899060
靈靈靈~妖靈傳說,520,132,96,"25 Oct, 2024",,3224610
Deus Ex: Game of the Year Edition,521,12724,94,"22 Jun, 2000",,6910
The Three Kingdoms: The Tales of Jian An,522,343,93,"11 Dec, 2024","11 Dec, 2024",3362990
Born Again,523,879,84,"16 Dec, 2023",,2332210
Death Trash,524,3273,93,"5 Aug, 2021","5 Aug, 2021",941460
Little Witch Nobeta,525,9137,84,"29 Sep, 2022","24 Jun, 2020",1049890
Tales of Zestiria,526,7034,81,"20 Oct, 2015",,351970
大千世界,527,2272,86,"17 Jul, 2020",,1348300
South Park™: The Fractured But Whole™,528,27845,84,"16 Oct, 2017",,488790
Ys Origin,529,2873,92,"1 Jun, 2012",,207350
Deus Ex: Human Revolution - Director's Cut,530,23786,92,"26 Oct, 2013",,238010
Dragon Princess is Hungry,531,192,94,"19 Aug, 2023",,2180550
God Of Weapons,532,4168,85,"13 Sep, 2023",,2342950
Luma Island,533,8454,83,"20 Nov, 2024",,2408820
China: Mao's legacy,534,939,91,"25 May, 2019",,950740
FINAL FANTASY V,535,1786,88,"11 Nov, 2021",,1173810
Gladiator Guild Manager,536,3293,81,"23 Jun, 2024","14 Oct, 2021",1043260
Ni no Kuni™ II: Revenant Kingdom,537,7753,83,"24 Mar, 2018",,589360
Templar Battleforce,538,897,93,"22 Sep, 2015",,370020
Tinyfolks,539,980,93,"1 Jun, 2022",,1909420
Death Road to Canada,540,7961,93,"22 Jul, 2016",,252610
Ember Knights,541,5350,93,"18 Jul, 2023","20 Apr, 2022",1135230
Renowned Explorers: International Society,542,2260,91,"2 Sep, 2015",,296970
Dungreed,543,8675,93,"15 Feb, 2018",,753420
AWAKEN - Astral Blade,544,746,84,"22 Oct, 2024",,1716310
Everhood,545,10996,95,"4 Mar, 2021",,1229380
Geneforge 1 - Mutagen,546,326,92,"24 Feb, 2021",,1424710
Amazing Cultivation Simulator,547,18596,86,"25 Nov, 2020","11 Jan, 2019",955900
Touhou Genso Wanderer -Reloaded-,548,1697,93,"26 Oct, 2018",,931500
.hack//G.U. Last Recode,549,3203,87,"4 Nov, 2017",,525480
Crystal Project,550,2163,92,"31 Mar, 2022",,1637730
Gladiator Guild Manager: Prologue,551,1544,93,"28 Aug, 2020",,1332470
飛天歷險2025(Dream Of Mirror Online),552,124,81,"19 Jun, 2024",,2899890
Yakuza 4 Remastered,553,4908,91,"29 Jan, 2021",,1105500
Avernum: Escape From the Pit,554,1101,91,"12 Apr, 2012",,208400
ACE Academy,555,1395,95,"22 Aug, 2016",,396650
NO-SKIN,556,745,96,"17 Feb, 2025",,3011030
Iratus: Lord of the Dead,557,6770,85,"24 Apr, 2020","25 Jul, 2019",807120
Tales of Symphonia,558,4130,85,"2 Feb, 2016",,372360
ICEY,559,24381,90,"17 Nov, 2016",,553640
黑巢姐妹,560,110,96,"5 Dec, 2023",,1512830
There is No GreenDam,561,1852,95,"11 Nov, 2019",,1109460
Fallout 3: Game of the Year Edition,562,39559,80,"13 Oct, 2009",,22370
ヘブンバーンズレッド,563,4337,86,"11 Aug, 2022",,1973710
Wizardry 8,564,973,89,"15 Nov, 2001",,245450
Utawarerumono: Mask of Deception,565,1228,92,"23 Jan, 2020",,1149550
Boyfriend Dungeon,566,1918,91,"12 Aug, 2021",,674930
Fallout 2: A Post Nuclear Role Playing Game,567,12258,94,"1 Dec, 1998",,38410
Nightmare Knight ~Sacred Maiden & Fallen Magic~,568,366,86,"2 Nov, 2024",,2630020
Ys IX: Monstrum Nox,569,1561,94,"7 Jul, 2021",,1351630
Hero's Adventure: Road to Passion,570,20226,84,"16 Nov, 2023","8 Mar, 2023",1948980
Detective Girl of the Steam City,571,1798,91,"19 Jul, 2019",,1012030
Persona 3 Portable,572,4195,80,"19 Jan, 2023",,1809700
Yakuza 5 Remastered,573,5353,89,"29 Jan, 2021",,1105510
That Time I Got Reincarnated as an Orc,574,355,90,"23 Jul, 2021",,1516080
SaGa Frontier 2 Remastered,575,242,95,"28 Mar, 2025",,2452080
Armored of Doom,576,313,81,"20 Sep, 2024",,2902000
Wizard101,577,8177,81,"2 Sep, 2008",,799960
Dungeon's Legion,578,503,87,"14 Oct, 2023",,2287970
Natsu no Sagashimono ~What We Found That Summer~,579,725,87,"28 Sep, 2024",,2997980
Baldur's Gate: Dark Alliance,580,855,83,"18 Dec, 2021",,1695830
The Forgotten City,581,9442,96,"28 Jul, 2021",,874260
Immortal Life,582,3524,80,"18 Jan, 2024","28 Apr, 2022",1201230
Welcome to Maison Chichigami,583,242,90,"8 Feb, 2025",,2914480
The Use of Life,584,393,90,"21 May, 2022","21 May, 2022",1483370
Ys: The Oath in Felghana,585,1742,94,"20 Mar, 2012",,207320
The Legend of Heroes: Kuro no Kiseki,586,1166,91,"28 Jul, 2022",,1811950
Class of '09,587,6552,95,"11 Jun, 2021",,1443200
The Test: Secrets of the Soul 2,588,630,98,"11 Apr, 2023",,2349550
Divine Divinity,589,3112,87,"20 Sep, 2002",,214170
Silence of the Siren,590,292,92,"30 Sep, 2024","30 Sep, 2024",2147380
Black Gunner Wukong: Prologue,591,716,98,"10 Nov, 2023",,2095890
KINGDOM HEARTS III + Re Mind (DLC),592,1304,92,"14 Jun, 2024",,2552450
Vestaria Saga II: The Sacred Sword of Silvanister,593,214,91,"28 Jul, 2022",,1811600
Ys I & II Chronicles+,594,2442,88,"15 Feb, 2013",,223810
WARRIORS: Abyss,595,1134,84,"13 Feb, 2025",,3178350
The Walking Dead: Saints & Sinners,596,7208,87,"24 Jan, 2020",,916840
Banquet for Fools,597,128,91,"1 Oct, 2024","1 Oct, 2024",3172700
西游记2021,598,370,94,"1 Oct, 2021",,1742450
Eternium,599,4058,82,"22 Aug, 2023","11 Oct, 2021",981600
"Dwarves: Glory, Death and Loot",600,1544,81,"17 Aug, 2023","17 Aug, 2023",2205850
Slaughter Horse 2,601,127,97,"6 Dec, 2022","6 Dec, 2022",2076260
Garden of Witches,602,328,96,"23 May, 2025","23 May, 2025",2530470
Home and Dungeon,603,307,86,"2 Oct, 2020",,1395850
英雄群侠传II,604,2014,88,"15 Jul, 2019",,1115640
Minecraft Dungeons,605,12729,91,"23 Sep, 2021",,1672970
Dredgers,606,446,88,"23 Oct, 2019",,1112930
Flatworld,607,845,96,"29 Apr, 2022","29 Apr, 2022",1296540
Tenebris: Terra Incognita,608,138,89,"30 Sep, 2024","30 Sep, 2024",2280060
Vampire: The Masquerade - Bloodlines,609,12438,94,"16 Nov, 2004",,2600
VOIN,610,628,94,"11 Dec, 2024","11 Dec, 2024",2464530
The Aquarium does not dance,611,810,96,"15 Feb, 2024",,2814910
Tower of Time,612,2082,83,"12 Apr, 2018",,617480
Age of Fear 3: The Legend,613,160,94,"1 Sep, 2017",,431700
WhiteClothes,614,149,93,"31 May, 2023",,1495940
Turnip Boy Commits Tax Evasion,615,8883,95,"23 Apr, 2021",,1205450
Legends of Amberland: The Forgotten Crown,616,242,94,"1 Aug, 2019","26 Mar, 2019",873890
Chef RPG,617,1571,87,"12 Sep, 2024","12 Sep, 2024",1796790
Another Crab's Treasure,618,13900,94,"26 Apr, 2024",,1887840
STRANGER OF PARADISE FINAL FANTASY ORIGIN,619,2918,83,"7 Apr, 2023",,1358700
Nursery Slime,620,151,88,"22 Oct, 2021",,1648560
Ostalgie: The Berlin Wall,621,636,93,"26 Mar, 2018",,774091
Guards II: Prologue,622,139,95,"21 Mar, 2025",,2958580
Winter Falling: Battle Tactics,623,388,92,"9 Nov, 2022","9 Nov, 2022",1285060
Mini Healer,624,2109,89,"24 Apr, 2020","24 Apr, 2020",955740
Tokyo Xanadu eX+,625,1251,86,"8 Dec, 2017",,587260
NEO: The World Ends with You,626,778,92,"20 Oct, 2022",,1647550
Expeditions: Viking,627,3100,83,"28 Apr, 2017",,445190
Ambrosia,628,2452,93,"30 Jan, 2021",,1078350
Treasure Hunter Claire,629,2225,89,"20 Jul, 2018",,828070
The Outer Worlds,630,22288,83,"23 Oct, 2020",,578650
Lost:Antinomy,631,994,91,"25 Mar, 2024",,2521180
Reverse Crawl,632,374,89,"25 Sep, 2015",,400660
I Am Future: Cozy Apocalypse Survival,633,3450,86,"14 Nov, 2024","9 Aug, 2023",1658040
Rogue Legacy 2,634,13625,90,"29 Apr, 2022","19 Aug, 2020",1253920
Murim Survival,635,144,81,"18 Mar, 2025","18 Mar, 2025",3449590
Shogun Showdown: Prologue,636,667,97,"4 Apr, 2023",,2316330
Beast Saga,637,989,81,"6 Mar, 2025","6 Mar, 2025",2232880
Dungeon Siege,638,3547,81,"5 Apr, 2002",,39190
Rebellion GODSOUL: Awakening,639,1661,83,"1 May, 2025","1 May, 2025",1213300
Scarmonde,640,150,100,"7 Oct, 2024",,2769210
"Knowledge, or know Lady",641,7323,95,"29 Mar, 2024",,2786680
Draw,642,546,96,"7 Oct, 2023",,2473980
The Legend of Heroes: Trails of Cold Steel,643,4765,94,"3 Aug, 2017",,538680
Wantless : Solace at World’s End,644,226,88,"16 May, 2024","8 Nov, 2023",1807090
Avernum 2: Crystal Souls,645,227,93,"15 Jan, 2015",,337850
外兽祭·兽人们的冒险酒馆,646,221,91,"29 Jul, 2021",,1590570
START AGAIN: a prologue,647,446,96,"18 Aug, 2021",,1691420
Heaven Dust 2,648,701,91,"6 Jan, 2022",,1515900
The Last Flame,649,2363,85,"10 Jan, 2025","18 Jan, 2024",1830970
Path of the Abyss,650,445,94,"21 Dec, 2023","21 Dec, 2023",1768650
Melvor Idle,651,13311,90,"19 Nov, 2021","20 Nov, 2020",1267910
The Riftbreaker,652,16510,90,"14 Oct, 2021",,780310
Paper Lily - Chapter 1,653,6486,99,"27 Jan, 2024",,2220360
GOD EATER 3,654,7227,80,"8 Feb, 2019",,899440
RPG Maker 2003,655,687,93,"25 Apr, 2015",,362870
Nightmare Hunter,656,122,87,"20 Aug, 2022",,1990590
Burden of Command™,657,348,81,"9 Apr, 2025",,887490
Minishoot' Adventures,658,5633,97,"3 Apr, 2024",,1634860
Abalon: Roguelike Tactics CCG,659,457,94,"11 May, 2023","21 Jun, 2022",1681840
TUNIC,660,13890,91,"17 Mar, 2022",,553420
Sid Meier's Pirates!,661,5633,95,"11 Jul, 2005",,3920
Drakensang,662,606,80,"27 Feb, 2009",,12640
Towards Future,663,712,98,"18 Feb, 2022",,1888010
Ys: Memories of Celceta,664,826,92,"26 Jul, 2018",,587110
Age of Fear: The Undead King,665,292,89,"15 Nov, 2016",,351480
Dead Grid,666,320,92,"24 Mar, 2022","24 Mar, 2022",1533680
The Testing Chamber,667,639,97,"29 Mar, 2022",,1921900
Potato Flowers in Full Bloom,668,484,95,"10 Mar, 2022",,1601280
Gedonia 2,669,443,81,"9 Apr, 2025","9 Apr, 2025",2566340
유어 블라이트,670,272,89,"10 Nov, 2022","10 Nov, 2022",1600500
KingSim,671,175,85,"29 May, 2020",,1146170
CHRONO TRIGGER®,672,10033,88,"28 Feb, 2018",,613830
Tinkerlands,673,550,83,"24 May, 2025","24 May, 2025",2617700
At Home Alone Final,674,7238,97,"1 Jan, 2022",,1740100
This Grand Life 2,675,128,94,"21 Jun, 2024","21 Jun, 2024",2459490
Siralim 3,676,879,94,"15 Oct, 2018",,841770
Withering Rooms,677,926,96,"5 Apr, 2024","4 Oct, 2022",2006140
Ys VI: The Ark of Napishtim,678,1194,90,"29 Apr, 2015",,312540
Bloomtown: A Different Story,679,854,86,"24 Sep, 2024",,2445990
The Fall of the Dungeon Guardians - Enhanced Edition,680,586,83,"6 Nov, 2015",,409450
Hyper Light Drifter,681,14286,93,"31 Mar, 2016",,257850
DEAD OR SCHOOL,682,2557,84,"4 Jun, 2019",,789760
Noob - The Factionless,683,333,80,"29 Jun, 2023","30 Jun, 2021",1623880
Eiyu*Senki Gold – A New Conquest,684,373,84,"26 Jun, 2021",,1518430
仙绣剑缘录,685,792,86,"29 Oct, 2021",,1786670
Vtuber Simulator : Vtuber模擬器,686,432,85,"9 Aug, 2021",,1704060
缄默咖啡厅,687,202,85,"15 Oct, 2022",,2163000
High School Odyssey,688,575,92,"10 Nov, 2023","31 Mar, 2022",1353920
Xanadu Next,689,664,92,"4 Nov, 2016",,312560
Little Noah: Scion of Paradise,690,1863,92,"28 Jun, 2022",,1883260
Corpse Party (2021),691,1105,91,"21 Oct, 2021",,1273260
Lightracer Spark,692,880,83,"12 Apr, 2023",,2094270
Class of '09: The Re-Up,693,3796,97,"2 Jun, 2023",,2318310
B100X - Auto Dungeon RPG,694,931,80,"27 Jan, 2021",,1258780
Rise of the Third Power,695,440,88,"10 Feb, 2022",,698700
Spirit of Europe - Origins,696,120,88,"30 Sep, 2021",,1689280
Dungeonmans,697,1022,90,"10 Dec, 2014",,288120
Maiden And Lord,698,410,89,"28 Mar, 2025","5 Mar, 2025",3473160
Epic Battle Fantasy Collection,699,293,96,"1 May, 2009",,1469620
Baldur's Gate: Dark Alliance II,700,560,82,"21 Jul, 2022",,1889930
Five Hearts Under One Roof,701,3738,91,"3 Oct, 2024",,3021100
Astral Throne,702,189,84,"8 Feb, 2025",,2560500
DOKAPON! Sword of Fury,703,205,87,"22 Jan, 2025",,3077020
勇者与亡灵之都,704,175,97,"4 Jul, 2024",,1987480
Project Kat - Paper Lily Prologue,705,5332,99,"16 Oct, 2021",,1698960
Virgo Versus The Zodiac,706,754,92,"13 Dec, 2019",,920320
Ys SEVEN,707,818,92,"31 Aug, 2017",,587100
Succumate,708,905,82,"21 Nov, 2020",,1278390
Ideology in Friction,709,1584,86,"14 Jun, 2019",,1011940
Crawl,710,5382,95,"11 Apr, 2017",,293780
Deathbulge: Battle of the Bands,711,335,98,"9 Aug, 2023",,1083790
Royal Quest Online,712,3621,81,"19 Dec, 2024",,2962300
Dragon Spirits : Prologue,713,128,96,"27 Aug, 2020",,1363490
Digimon Story Cyber Sleuth: Complete Edition,714,9060,90,"18 Oct, 2019",,1042550
The Life and Suffering of Sir Brante,715,7074,90,"4 Mar, 2021",,1272160
Salt and Sanctuary,716,18900,89,"18 May, 2016",,283640
Spellwake,717,231,86,"1 Sep, 2018",,921070
Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),718,560,80,"10 Aug, 2017",,651660
Cataclysm: Dark Days Ahead,719,437,92,"31 Mar, 2023",,2330750
Ys X: Nordics,720,724,87,"26 Oct, 2024",,2731870
Borderlands: The Pre-Sequel,721,29771,81,"14 Oct, 2014",,261640
Spear Song,722,140,91,"10 Oct, 2024","10 Oct, 2024",2103510
Princess Maker 2 Refine,723,1483,93,"28 Sep, 2016",,523000
Shiina Taki's Decameron,724,5329,99,"21 Nov, 2024",,3269960
Frontier Hunter: Erza’s Wheel of Fortune,725,1538,83,"26 Jul, 2024","15 Dec, 2022",1429500
Soulmask,726,12126,80,"31 May, 2024","31 May, 2024",2646460
The Test: Hypothesis Rising,727,5804,97,"28 Apr, 2020",,1282200
THE LEGEND OF HEROES: HAJIMARI NO KISEKI,728,846,83,"26 Aug, 2021",,1562940
The Captain,729,271,92,"4 Dec, 2021",,1721530
Sudeki,730,818,91,"25 Mar, 2005",,233350
Super Algebrawl,731,155,91,"19 Jan, 2024",,2688900
Long Gone Days,732,429,89,"11 Oct, 2023","29 Mar, 2018",510540
Witchfire,733,8189,92,"24 Sep, 2024","24 Sep, 2024",3156770
Magic Archery,734,5656,98,"4 Oct, 2024",,2905170
Children of Morta,735,16369,89,"4 Sep, 2019",,330020
Avernum 3: Ruined World,736,211,87,"31 Jan, 2018",,691830
Meridian 59,737,351,85,"27 Sep, 1996",,893390
Rune Factory 3 Special,738,564,94,"6 Sep, 2023",,2243710
Shin Megami Tensei V: Vengeance,739,5853,93,"14 Jun, 2024",,1875830
The Elder Scrolls II: Daggerfall,740,3012,86,"20 Sep, 1996",,1812390
Soulash 2,741,1987,86,"5 Dec, 2023","5 Dec, 2023",2399160
Peglin,742,14981,83,"28 Aug, 2024","26 Apr, 2022",1296610
Wolfstride,743,706,89,"7 Dec, 2021",,1331210
8-Bit Adventures 2,744,249,94,"31 Jan, 2023",,733110
Eiyuden Chronicle: Rising,745,1848,86,"11 May, 2022",,1658290
The Test: Final Revelation,746,5282,97,"13 Oct, 2020",,1428310
UnReal World,747,1146,93,"27 Feb, 2016",,351700
Fantasy Grounds VTT,748,719,82,"6 Nov, 2020","28 Aug, 2020",1196310
Monsters' Den: Godfall,749,456,84,"7 Jul, 2017",,469720
Tear and the Library of Labyrinths,750,306,91,"7 Nov, 2020",,1378040
Eternal Radiance,751,422,82,"16 Dec, 2020","14 Apr, 2020",923570
Age of Fear 2: The Chaos Lord GOLD,752,271,80,"27 Mar, 2016",,341150
Etrian Odyssey III HD,753,475,89,"14 Jun, 2023",,1810820
Dreamscaper,754,2437,88,"6 Aug, 2021","14 Aug, 2020",1040420
Approaching Infinity,755,445,95,"29 Apr, 2025","5 Aug, 2020",551620
UnderRail,756,5635,87,"18 Dec, 2015",,250520
Stirring Abyss,757,311,88,"30 Oct, 2020",,1178210
Yakuza Kiwami,758,16146,93,"20 Feb, 2019",,834530
Bellwright,759,11197,80,"23 Apr, 2024","23 Apr, 2024",1812450
Fate Seeker,760,11794,90,"8 Aug, 2018",,882790
Chronicon,761,8518,94,"21 Aug, 2020",,375480
Lost Castle / 失落城堡,762,18075,87,"1 Sep, 2016",,434650
Avadon: The Black Fortress,763,430,82,"18 Aug, 2011",,112100
ATOM RPG: Post-apocalyptic indie game,764,9439,85,"19 Dec, 2018",,552620
EXCALIBURIAN!!,765,230,93,"31 Dec, 2021",,1739530
Project: Gorgon,766,2202,85,"13 Mar, 2018",,342940
Hot Spring Hero,767,136,83,"9 Apr, 2022",,1588410
Enishia and the Binding Brand,768,703,85,"11 May, 2024",,2582650
Forgotten Mines,769,250,80,"23 Jul, 2024",,2238630
I Was a Teenage Exocolonist,770,3631,96,"26 Aug, 2022",,1148760
Charlie Murder,771,2116,95,"12 May, 2017",,405290
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,772,11404,84,"14 May, 2014",,278080
末日战姬-二次元.策略.卡牌.游戏,773,183,81,"9 Apr, 2025",,3607700
Scarlet Hollow,774,2722,98,"12 Jun, 2021","12 Jun, 2021",1609230
Minds Beneath Us,775,3129,96,"31 Jul, 2024",,1610440
