game_appid,game_name,total_review,total_review_positive,eng_review,eng_review_positive,released_date,early_access_release_date
858820,Tribes of Midgard,16901,76,8853,74,20210727000000,
389430,Knight Online,10884,50,1729,35,20160125000000,
239840,Dead State: Reanimated,2052,73,1843,70,20141204000000,
1963370,No One Survived,6272,67,2404,65,20230114000000,20230114000000
232750,Mars: War Logs,2281,74,1580,72,20130426000000,
1292020,Armoured Commander II,487,98,449,98,20210904000000,20200514000000
57740,Jagged Alliance - Back in Action,996,71,843,69,20120208000000,
637670,Secret of Mana,2231,69,1611,70,20180215000000,
359320,Elite Dangerous,76303,76,65230,77,20150402000000,
645730,RESONANCE OF FATE/END OF ETERNITY 4K/HD EDITION,856,79,517,80,20181017000000,
1501750,Lords of the Fallen,28758,66,22147,72,20231013000000,
371570,Tap Heroes,390,67,498,67,20150605000000,
332650,The Exiled,454,48,201,49,20170223000000,
201230,EverQuest II,2701,79,2346,80,20111207000000,
1289640,The Confession,990,95,911,95,20200518000000,
1119840,Sands of Aura,551,77,505,74,20231027000000,20211021000000
774511,Megadimension Neptunia VIIR,777,74,322,62,20181022000000,
264690,Coin Crypt,198,91,450,84,20131118000000,
1168870,Mists of Noyah,568,64,212,53,20220522000000,20200527000000
2218970,Plains of Pain,304,85,215,81,20230217000000,20230217000000
1845910,Dragon Age: The Veilguard,37370,69,28866,69,20241101000000,
1416960,Everafter Falls,351,87,298,89,20240620000000,
821890,Steven Universe: Save the Light,1321,92,614,89,20180813000000,
113420,Fallen Earth Free2Play,7531,59,4626,59,20111012000000,
249230,Risen 3 - Titan Lords,4119,72,1991,68,20140813000000,
259620,3079 -- Block Action RPG,304,52,340,51,20111025000000,
453690,Dark Quest 2,565,83,371,80,20180306000000,
760330,BYTEPATH,287,92,252,91,20180223000000,
1097430,Book of Yog Idle RPG,7364,64,1264,59,20220729000000,20220729000000
1413660,Elderand,466,77,336,72,20230216000000,
501210,Reign of Darkness,285,74,239,74,20191120000000,20191120000000
322300,The Repopulation,1149,51,982,51,20141219000000,
1648190,QANGA,388,75,242,74,20240902000000,20240902000000
442810,UFO Online: Invasion,614,58,200,50,20160608000000,
439190,Stories: The Path of Destinies,1899,86,3129,87,20160412000000,
289600,Marauder,646,73,207,63,20090910000000,
1620340,Wrestling Empire,2552,95,2289,95,20210702000000,
1026420,WARSAW,1326,65,647,63,20191002000000,
1101190,Dungeon Defenders: Awakened,3176,67,3452,66,20200528000000,20200221000000
265970,Worlds of Magic,383,43,367,53,20150319000000,
1275670,Outcore: Desktop Adventure,15136,97,5077,97,20220926000000,
1315200,Kingdom Under Fire: Heroes,440,78,260,75,20200624000000,
1995520,Pax Dei,4252,61,4077,63,20240618000000,20240618000000
743860,Wild West Online,406,35,443,24,20180510000000,
957710,The Waylanders,347,47,286,42,20220202000000,20200616000000
